Формат магазина	Магазин	Группа	Номенклатура	Месяц	Кол проданного товара, шт	Сумма продаж, тыс.руб.	Себестоимость продаж, тыс.руб.	Остаток на конец дня среднедневной, шт	Себестоимость остатков на конец дня среднедневная, тыс.руб.
Гипер	Магазин 8	Молочные продукты	Молочные продукты 50	8	45	1,5349	1,16482	9	0,24268
Гипер	Магазин 8	Молочные продукты	Молочные продукты 50	9	22	0,79363	0,55814	7	0,19415
Гипер	Магазин 8	Молочные продукты	Молочные продукты 51	7	216	5,85086	4,5994	1	0,02535
Гипер	Магазин 8	Молочные продукты	Молочные продукты 51	8	143	4,12581	3,13896	14	0,35497
Гипер	Магазин 8	Молочные продукты	Молочные продукты 51	9	105	3,05393	2,21604	13	0,32961
Гипер	Магазин 8	Молочные продукты	Молочные продукты 52	7	48	1,71097	1,2862	5	0,14561
Гипер	Магазин 8	Молочные продукты	Молочные продукты 52	8	51	1,76979	1,31041	10	0,29123
Гипер	Магазин 8	Молочные продукты	Молочные продукты 52	9	53	1,96394	1,40143	5	0,15169
Гипер	Магазин 8	Молочные продукты	Молочные продукты 53	7	64	2,20104	1,65017	9	0,24268
Гипер	Магазин 8	Молочные продукты	Молочные продукты 53	8	60	2,1162	1,65632	7	0,21236
Гипер	Магазин 8	Молочные продукты	Молочные продукты 53	9	58	2,12623	1,5167	5	0,15168
Гипер	Магазин 8	Молочные продукты	Молочные продукты 54	7	94	1,14466	0,77362	24	0,19752
Гипер	Магазин 8	Молочные продукты	Молочные продукты 54	8	48	0,61952	0,39504	26	0,21398
Гипер	Магазин 8	Молочные продукты	Молочные продукты 54	9	60	0,74836	0,45198	14	0,098
Гипер	Магазин 8	Молочные продукты	Молочные продукты 55	7	88	1,06872	0,72424	12	0,09876
Гипер	Магазин 8	Молочные продукты	Молочные продукты 55	8	66	0,85274	0,54318	20	0,1646
Гипер	Магазин 8	Молочные продукты	Молочные продукты 55	9	43	0,52517	0,3256	25	0,175
Гипер	Магазин 8	Молочные продукты	Молочные продукты 56	7	28	0,33512	0,23044	15	0,12345
Гипер	Магазин 8	Молочные продукты	Молочные продукты 56	8	22	0,28578	0,18106	26	0,21398
Гипер	Магазин 8	Молочные продукты	Молочные продукты 56	9	74	0,9037	0,54998	24	0,168
Гипер	Магазин 8	Молочные продукты	Молочные продукты 57	7	32	0,41768	0,33504	15	0,15705
Гипер	Магазин 8	Молочные продукты	Молочные продукты 57	8	1006	9,15626	7,9364	261	2,04885
Гипер	Магазин 8	Молочные продукты	Молочные продукты 57	9	23	0,38177	0,18055	237	1,86045
Гипер	Магазин 8	Молочные продукты	Молочные продукты 58	7	103	4,58767	3,62108	9	0,28522
Гипер	Магазин 8	Молочные продукты	Молочные продукты 58	8	118	5,28529	3,85854	8	0,25353
Гипер	Магазин 8	Молочные продукты	Молочные продукты 58	9	85	4,0049	2,96186	16	0,48171
Гипер	Магазин 8	Молочные продукты	Молочные продукты 59	7	50	2,4131	1,9811	8	0,31697
Гипер	Магазин 8	Молочные продукты	Молочные продукты 59	8	55	2,59825	2,06818	7	0,22184
Гипер	Магазин 8	Молочные продукты	Молочные продукты 59	9	49	2,28488	1,73214	11	0,33117
Гипер	Магазин 8	Молочные продукты	Молочные продукты 60	7	31	1,42069	1,0776	9	0,28523
Гипер	Магазин 8	Молочные продукты	Молочные продукты 60	8	34	1,51866	1,14889	5	0,15846
Гипер	Магазин 8	Молочные продукты	Молочные продукты 60	9	27	1,28158	0,94926	11	0,33117
Гипер	Магазин 8	Молочные продукты	Молочные продукты 61	7	40	1,81159	1,36284	10	0,31691
Гипер	Магазин 8	Молочные продукты	Молочные продукты 61	8	50	2,29275	1,71147	6	0,19015
Гипер	Магазин 8	Молочные продукты	Молочные продукты 61	9	24	1,1368	0,85576	8	0,28843
Гипер	Магазин 8	Молочные продукты	Молочные продукты 62	7	91	4,08212	3,19321	12	0,38029
Гипер	Магазин 8	Молочные продукты	Молочные продукты 62	8	77	3,46263	2,60676	7	0,22184
Гипер	Магазин 8	Молочные продукты	Молочные продукты 62	9	62	2,89698	2,1679	14	0,42148
Гипер	Магазин 8	Молочные продукты	Молочные продукты 63	7	90	1,98754	1,53746	6	0,08983
Гипер	Магазин 8	Молочные продукты	Молочные продукты 63	8	164	3,49468	2,56087	9	0,13474
Гипер	Магазин 8	Молочные продукты	Молочные продукты 63	9	129	2,70508	1,97349	24	0,35931
Гипер	Магазин 8	Молочные продукты	Молочные продукты 64	7	132	2,94799	2,28504	33	0,49405
Гипер	Магазин 8	Молочные продукты	Молочные продукты 64	8	189	4,05459	2,96946	8	0,11977
Гипер	Магазин 8	Молочные продукты	Молочные продукты 64	9	109	2,32716	1,71632	22	0,32937
Гипер	Магазин 8	Молочные продукты	Молочные продукты 65	7	90	1,9706	1,51633	10	0,14971
Гипер	Магазин 8	Молочные продукты	Молочные продукты 65	8	149	3,15354	2,3125	8	0,11978
Гипер	Магазин 8	Молочные продукты	Молочные продукты 65	9	122	2,57187	1,90038	14	0,20959
Гипер	Магазин 8	Молочные продукты	Молочные продукты 66	7	25	1,01081	0,80877	6	0,19411
Гипер	Магазин 8	Молочные продукты	Молочные продукты 66	8	16	0,65484	0,52906	3	0,10048
Гипер	Магазин 8	Молочные продукты	Молочные продукты 66	9	17	0,75983	0,56941	0	-1,42109E-17
Гипер	Магазин 8	Молочные продукты	Молочные продукты 67	7	14	0,59386	0,47292	3	0,10134
Гипер	Магазин 8	Молочные продукты	Молочные продукты 67	8	17	0,71078	0,59029	6	0,20955
Гипер	Магазин 8	Молочные продукты	Молочные продукты 67	9	17	0,78525	0,59373	4	0,1397
Гипер	Магазин 8	Молочные продукты	Молочные продукты 68	7	73	2,06146	1,71218	12	0,31728
Гипер	Магазин 8	Молочные продукты	Молочные продукты 68	8	60	1,71884	1,40671	5	0,1322
Гипер	Магазин 8	Молочные продукты	Молочные продукты 68	9	39	1,20366	1,0313	10	0,26442
Гипер	Магазин 8	Молочные продукты	Молочные продукты 69	7	36	0,42684	0,33588	24	0,22392
Гипер	Магазин 8	Молочные продукты	Молочные продукты 69	8	76	0,92524	0,70908	20	0,1866
Гипер	Магазин 8	Молочные продукты	Молочные продукты 69	9	98	1,17402	0,91434	17	0,15861
Гипер	Магазин 8	Молочные продукты	Молочные продукты 71	7	120	1,7022	1,31725	26	0,286
Гипер	Магазин 8	Молочные продукты	Молочные продукты 71	8	106	1,46694	1,14976	16	0,14352
Гипер	Магазин 8	Молочные продукты	Молочные продукты 71	9	106	1,43674	0,95082	6	0,05382
Гипер	Магазин 8	Молочные продукты	Молочные продукты 72	7	4	0,16496	0,10984	19	0,53806
Гипер	Магазин 8	Молочные продукты	Молочные продукты 72	8	9	0,42991	0,24986	10	0,2882
Гипер	Магазин 8	Молочные продукты	Молочные продукты 72	9	9	0,42591	0,25938	12	0,43236
Гипер	Магазин 8	Молочные продукты	Молочные продукты 73	7	28	0,39302	0,231	3	0,02475
Гипер	Магазин 8	Молочные продукты	Молочные продукты 73	8	81	1,11019	0,86651	16	0,14352
Гипер	Магазин 8	Молочные продукты	Молочные продукты 73	9	67	0,93053	0,60099	21	0,18837
Гипер	Магазин 8	Молочные продукты	Молочные продукты 74	7	85	3,73907	2,86336	9	0,2771
Гипер	Магазин 8	Молочные продукты	Молочные продукты 74	8	48	2,21135	1,728	6	0,20203
Гипер	Магазин 8	Молочные продукты	Молочные продукты 74	9	54	2,32977	1,7195	0	-2,84217E-17
Гипер	Магазин 8	Молочные продукты	Молочные продукты 75	7	9	0,45993	0,27711	0	0
Гипер	Магазин 8	Молочные продукты	Молочные продукты 76	7	33	3,72599	2,91409	2	0,20594
Гипер	Магазин 8	Молочные продукты	Молочные продукты 76	8	36	4,23691	3,39145	3	0,31812
Гипер	Магазин 8	Молочные продукты	Молочные продукты 76	9	42	4,58551	3,61376	3	0,24812
Гипер	Магазин 8	Молочные продукты	Молочные продукты 77	7	93	4,16855	3,17126	12	0,36947
Гипер	Магазин 8	Молочные продукты	Молочные продукты 77	8	90	4,14771	3,25034	5	0,16836
Гипер	Магазин 8	Молочные продукты	Молочные продукты 77	9	86	3,71554	2,88918	3	0,08867
Гипер	Магазин 8	Молочные продукты	Молочные продукты 78	7	57	2,50395	1,90893	15	0,46183
Гипер	Магазин 8	Молочные продукты	Молочные продукты 78	8	68	3,12203	2,42101	9	0,30305
Гипер	Магазин 8	Молочные продукты	Молочные продукты 78	9	57	2,46792	1,96464	0	0
Гипер	Магазин 8	Молочные продукты	Молочные продукты 79	7	34	1,55588	1,13918	4	0,12316
Гипер	Магазин 8	Молочные продукты	Молочные продукты 79	8	30	1,39493	1,12893	3	0,12316
Гипер	Магазин 8	Молочные продукты	Молочные продукты 79	9	23	0,99778	0,84329	4	0,12972
Гипер	Магазин 8	Молочные продукты	Молочные продукты 80	7	49	4,72263	3,83657	7	0,60622
Гипер	Магазин 8	Молочные продукты	Молочные продукты 80	8	36	3,49367	2,7754	7	0,60826
Гипер	Магазин 8	Молочные продукты	Молочные продукты 80	9	52	4,90862	3,73916	6	0,41745
Гипер	Магазин 8	Молочные продукты	Молочные продукты 81	7	9	0,44191	0,27711	0	0
